plot_id,language,title_bn,title_en,synopsis,n_sentences,source_url,source_type,collected_date,split,revision_id,revision_timestamp,licence
BN029,bn,"আমি, ইয়াসিন আর আমার মধুবালা",,"যখন কোনও কলকাতার নজরদারি বিশেষজ্ঞ এবং তার রুমমেট তাদের সুন্দরী প্রতিবেশীর বাড়িতে একটি ছোট ক্যামেরা ইনস্টল করেন, তারা কোনওভাবে সিসিটিভি সোসাইটিতে পরিচালক বুদ্ধদেব দাশগুপ্তের মন্তব্যে মন্তব্য করে সন্ত্রাসবাদে পরিণত হন। তাদের সুন্দরী নতুন প্রতিবেশী রেখা (সামিরার রেড্ডি) ইয়াসিন (অমিতাভ ভট্টাচার্য) এবং তার রুমমেট দিলীপের প্রসেনজিৎ চ্যাটার্জী) হৃদয়হরণ করে। তবে, যখন দিলীপ রেখার বিছানার উপরে সরাসরি নজরদারি ক্যামেরা স্থাপন করার সিদ্ধান্ত নেন, তখন নির্দোষ নজরদারি নিরব অবসাদে পরিণত হয়। প্রথমে রেখার অজান্তেই থেকে যায় যে তার গোপনীয়তা লঙ্ঘন করা হয়েছে, তবে অবশেষে যখন বুঝতে পারে যে তাকে গুপ্তচরবৃত্তি করা হচ্ছে, তখন তার প্রতিবেশীরা পালাতে বাধ্য হয়। ইয়াসিন ও দিলীপ কীভাবে যেন বুঝতে পারে যে শহর জুড়ে একটি সন্ত্রাসী সেল একটি হামলার পরিকল্পনা করছে এবং তখন স্থানীয় কর্তৃপক্ষও বিশ্বাস করে ফেলে যে ইয়াসিন তাদের নারকীয় পরিকল্পনার মূল হোতা হতে পারে।",5,"https://bn.wikipedia.org/wiki/%E0%A6%86%E0%A6%AE%E0%A6%BF,_%E0%A6%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%A8_%E0%A6%86%E0%A6%B0_%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%B0_%E0%A6%AE%E0%A6%A7%E0%A7%81%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A6%BE",wikipedia_bn,2026-07-31,,8905103,2026-04-24T04:01:42Z,CC BY-SA 4.0
BN030,bn,আরাধনা (১৯৬৯-এর চলচ্চিত্র),,"ভারতীয় বিমান বাহিনীর বৈমানিক ফ্লাইট লেফটেন্যান্ট অরুণ বর্মা একটি জীপে একটি নারীকে উদ্দেশ্য করে গান গাচ্ছেন, ফ্লাঃ লেঃ অরুণের সঙ্গে তার সহকর্মী বৈমানিক ফ্লাঃ লেঃ মদন বর্মা রয়েছেন, যাকে উদ্দেশ্য করে গান গাচ্ছিলেন অরুণ তিনি ডক্টর গোপাল ত্রিপাঠীর মেয়ে বন্দনা। সংক্ষিপ্ত প্রেমের পর অরুণ বন্দনার সঙ্গে দৈহিক মিলন করেন। বিমান বাহিনীর একটি অনুশীলনে ফ্লাঃ লেঃ অরুণ আহত হয়ে হাসপাতালে মৃত্যুবরণ করেন এবং আগেই বন্দনা গর্ভবতী হয়ে পড়েছিলেন অরুণের বীর্যের দ্বারা। অরুণের অভিভাবক বন্দনাকে গ্রহণ করতে অস্বীকৃতি জানায় কারণ তাদের বিয়ে হয়েছে এরকম কোনো প্রমাণ নেই। হঠাৎ বন্দনার বাবা মারা যায়। বন্দনার একটা ছেলের জন্ম হয় এবং সন্তানহীন এক দম্পতি ঐ ছেলেটাকে দত্তক নেয়। ঐ ছেলেটার জীবনের অংশ হওয়ার জন্য বন্দনা উক্ত পরিবারে বাচ্চাদেখভালকারীর কর্মচারী হিসেবে যোগ দেয়। ছেলেটার নাম সূর্য রাখা হয়। উক্ত পরিবারের কর্ত্রীর ভাই শ্যাম বন্দনার উপর যৌননজর দেয়। একদা শ্যাম বন্দনাকে বলাৎকার করার চেষ্টা করলে সূর্য তাকে খুন করে ফেলে, পুলিশের কাছে বন্দনা নিজেকে অপরাধী সাজায় সূর্যকে বাঁচানোর জন্য। বন্দনার জেল হয়। অনেক বছর পর বন্দনা জেল থেকে ছাড়া পায় এবং তার জেলার তাকে পছন্দ করায় তাকে তার বাসায় নিয়ে যায় এবং তার মেয়ে রেণুর সঙ্গে পরিচয় করিয়ে দেয়।",12,https://bn.wikipedia.org/wiki/%E0%A6%86%E0%A6%B0%E0%A6%BE%E0%A6%A7%E0%A6%A8%E0%A6%BE_(%E0%A7%A7%E0%A7%AF%E0%A7%AC%E0%A7%AF-%E0%A6%8F%E0%A6%B0_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8907861,2026-04-24T10:47:46Z,CC BY-SA 4.0
BN031,bn,আশ্রয় (চলচ্চিত্র),,"ডাঃ আঁখু (দীপঙ্কর দে), একজন হৃদরোগ বিশেষজ্ঞ, তার স্ত্রীকে হারিয়েছেন এবং এখন তাদের ছেলে সুধাংশু (প্রসেনজিৎ চট্টোপাধ্যায়)-এর সঙ্গে বসবাস করেন। ডাঃ আঁখু আবার বিয়ে করেন, এবং তার নতুন স্ত্রী বনশ্রী সুধাংশুর খুব যত্ন নেন, ফলে সুধাংশু তার প্রতি গভীর মমত্ববোধ তৈরি করে। সুধাংশু একটি মনোমুগ্ধকর তরুণী, জয়শ্রী (ঋতুপর্ণা সেনগুপ্ত)-এর প্রেমে পড়ে। তাদের সম্পর্কের বিকাশের সাথে সাথে জয়শ্রী প্রকাশ করে যে সে একজন এতিম, যে ছোটবেলায় তার মাকে হারিয়েছে। তাকে তিনজন হিজড়া লালনপালন করেছে, যারা তাকে স্নেহভরে বড় করেছে। এই সত্য সত্ত্বেও, সুধাংশু তার প্রতি প্রতিশ্রুতিবদ্ধ থাকে এবং তার বাবা-মাকে বিয়ের প্রস্তাব দেয়। তার বাবা প্রথমে এই বিয়ের বিরোধিতা করলেও, সৎমা তার সিদ্ধান্তকে সমর্থন করে। এই সময়ের মধ্যে, সুধাংশুর একটি দুর্ঘটনা ঘটে এবং জয়শ্রী তাকে সুস্থ করে তোলে। শেষ পর্যন্ত, ডাঃ আঁখু জয়শ্রীকে তার ছেলের জন্য উপযুক্ত পাত্রি হিসেবে মেনে নেন এবং বিয়েতে সম্মতি দেন।",9,https://bn.wikipedia.org/wiki/%E0%A6%86%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC_(%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8903938,2026-04-24T00:52:33Z,CC BY-SA 4.0
BN032,bn,ঈগলের চোখ,,"ডাকাতি ও নন্দিনী নাম্নী যুবতীর হত্যা তদন্তে নামে এসিস্টেন্ট কমিশনার শবর দাশগুপ্ত ও সহকারী নন্দ। ডাকাতদের গুলিতে বিষানের স্ত্রী শিভাঙ্গী আহত ও তার বন্ধু নন্দিনী মারা যায়। বিষানের জীবনের কোনো গুপ্ত অতীত আছে। সে নারীসঙ্গবিলাসী, উচ্ছৃঙ্খল ও মদাসক্ত ব্যক্তি। গল্পের পরতে পরতে জাল উন্মোচন হয়। মূলত এক পুরুষ ও তিন নারী চরিত্রের মনস্তাত্ত্বিক জটিলতা, লোভ, সন্দেহ এবং অধিকারের গল্প। আসল অপরাধীকে শেষ পর্যন্ত ধরে ফেলে শবর।",7,https://bn.wikipedia.org/wiki/%E0%A6%88%E0%A6%97%E0%A6%B2%E0%A7%87%E0%A6%B0_%E0%A6%9A%E0%A7%8B%E0%A6%96,wikipedia_bn,2026-07-31,,8907280,2026-04-24T09:19:01Z,CC BY-SA 4.0
BN033,bn,এ দেশ তোমার আমার,,"প্রলয়কারী দ্বিতীয় বিশ্বযুদ্ধ শেষ হয় ১৯৪৫ সালে। বিশ্বযুদ্ধ অবসানের সঙ্গে সঙ্গে পাক-ভারত উপমহাদেশে শুরু হয় এক নতুন সংগ্রাম। সে সংগ্রাম পৃথিবীর সবচেয়ে পুরোনো সংগ্রাম- সে দাবী দেশের আজাদীর, মানুষের বেঁচে থাকবার। সে সংগ্রাম যখন দেশের প্রতি গ্রামে, প্রতিটি গৃহে ছড়িয়ে পড়ে সেই ১৯৪৭ সালে এই গল্পের শুরু- পূর্ব বাংলার অসংখ্য গ্রামের মাঝে একটি গ্রাম কাপাশ তলিতে। সে গ্রামের পরোপকারী জমিদার বিপত্নীক খান বাহাদুর আব্দুল আজিজ আজ মৃত্যুশয্যায়। জমিদার মৃত্যুকালে জমিদারীসহ তার একমাত্র মেয়ে শাহানাকে তুলে দেন ছোট ভাইয়ের হাতে। শাহানাও তার বাবার মতো পরোপকারী। গ্রামের সংগ্রামী বীর সন্তান হারুনের সাথে ভাললাগা থেকে ভালবাসার সম্পর্ক গড়ে ওঠে। ওরা দুজনে মিলে সবসময় যে কোন সংকটে গ্রাম ও গ্রামের মানুষের পাশে থাকতে চায়। বাঁধ ভেঙ্গে গ্রামে পানি প্রবেশ করতে থাকে। হারুন গ্রামের সবাইকে একত্রিত করে নতুন বাঁধ দিতে চাইলে- শাহানার চাচা জমিদার ও তার খাস চামচা কানুলাল বিভিন্ন ষড়যন্ত্র করে বাঁধের কাজে বাধা দেয়। -পরিশেষে সততা ও জনতার দুই শক্তি মিলিত হয়ে সব বাধা অতিক্রম করে নতুন বাঁধ দিয়ে গ্রামকে রক্ষা করে সবাই।",12,https://bn.wikipedia.org/wiki/%E0%A6%8F_%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%A4%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%B0_%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%B0,wikipedia_bn,2026-07-31,,8900823,2026-04-22T17:16:06Z,CC BY-SA 4.0
BN034,bn,এক মুঠো ছবি,,"অভিনয়: দিলীপ রায়, শ্রীলেখা মিত্র, রজতাভ দত্ত পরিচালকঃ অর্ঘ্যকমল মিত্র কাহিনি: রজতাভ এবং শ্রীলেখা কলকাতায় একটি ফ্ল্যাটে থাকেন। তারা ব্যাংক লোন নিয়ে কিনেছে এই নতুন ফ্ল্যাটটি। রজত একজন ধনী ব্যবসায়ীর ব্যক্তিগত সচিব। একদিন রজত ব্যাঙ্ক থেকে একটি কল পেল যে তার ব্যাঙ্ক অ্যাকাউন্টে তহবিলের অভাবে তার ইএমআই চেক বাউন্স হয়েছে, তাকে অবিলম্বে অর্থ প্রদানের জন্য বলা হয়েছিল অন্যথায় তার ফ্ল্যাটটি ব্যাঙ্ক বাজেয়াপ্ত করবে। টাকা জোগাড় করার একমাত্র উপায় হল তার বসের জন্মদিনে তার বসের জন্য একজন মহিলার ব্যবস্থা করা। পরিস্থিতি এই সত্যের দিকে পরিচালিত করে যে মহিলাটি রজতাভের স্ত্রী শ্রীলেখা ছাড়া আর কেউ নয়, তা তাঁর কাছে অজানা। ফিল্মটি এমন এক সন্ধিক্ষণে শেষ হয় যেখানে রজত তার স্ত্রীর পারফিউমের গন্ধ পান এবং জানেন যে এটি তার বসের মহিলার কাছ থেকে যে পারফিউমের গন্ধ বের তার স্ত্রীরই পারফিউমের।",7,https://bn.wikipedia.org/wiki/%E0%A6%8F%E0%A6%95_%E0%A6%AE%E0%A7%81%E0%A6%A0%E0%A7%8B_%E0%A6%9B%E0%A6%AC%E0%A6%BF,wikipedia_bn,2026-07-31,,8904607,2026-04-24T02:44:59Z,CC BY-SA 4.0
BN035,bn,একান্ত আপন (চলচ্চিত্র),,"গল্পটি দুটি বন্ধু সুদীপা এবং কেয়াকে ঘিরে। সুদীপা ধনী লোকের একমাত্র মেয়ে হলেও কেয়া মধ্যবিত্তের পটভূমির অন্তর্গত। কেয়ার বড় ভাই একটি কারখানায় কাজ করে এবং সেখানকার ইউনিয়ন নেতা। একটি জিনিস অন্য দিকে পরিচালিত করে এবং তার নিজের আপাত দোষের কারণে ভাইকে হত্যা করা হয়। এই ঘটনাটি কেয়ার অন্য ভাই রণবীরের উপর গভীর প্রভাব ফেলেছে, যিনি হৃদয়বান গুন্ডা হয়ে ওঠেন। তিনি লোকদের সাহায্য করেন এবং মন্দ লড়াইয়ের পক্ষে লড়াই করেন। তবে সুদীপা তাকে ভুল বোঝে যে রণবীর কেয়ার ভাই বলে জানতে পেরে তার সাথে বন্ধুত্ব চালিয়ে যেতে অস্বীকার করে। কেয়া তাকে রণবীরের আক্রমণাত্মক প্রকৃতির পিছনের কারণ এবং অন্য রাস্তায় না গিয়ে কীভাবে তিনি মানুষকে সহায়তা করেন। ফলে সুদীপা রণবীরের প্রেমে পড়ে এবং শেষ পর্যন্ত তারা অনেকটা সুদীপার ধনী বাবার অনিচ্ছা সত্ত্বেও বিয়ে করে। ফলে তিনি বিবাহ মেনে নেন না, কারণ তার জন্য তাঁর উচ্চ পরিকল্পনা ছিল। ঝামেলা ঘটল যখন বিয়ের বাসর রাতে প্রবেশ করে তখন রণবীরকে তার বোন কেয়া স্থানীয় এক অপরাধী বাবুর সাথে কথিত সম্পর্কের কথা জানানো হয়। তাকে লড়াইয়ের মুখোমুখি করা হয় এবং পুলিশকে তলব করা হয়।",12,https://bn.wikipedia.org/wiki/%E0%A6%8F%E0%A6%95%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4_%E0%A6%86%E0%A6%AA%E0%A6%A8_(%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8001872,2025-02-26T14:30:11Z,CC BY-SA 4.0
BN036,bn,এখানে রাজনৈতিক আলাপ জরুরি,,"রাজনৈতিক দমন-পীড়ন এবং ব্যক্তিগত ক্ষতির কারণে হতাশ নুর বিদেশ থেকে এমন একটি দেশে ফিরে আসেন যেখানে ক্রমশ শূন্যতা অনুভব করা হয়। তার ছোট ভাই মুক্তো, একজন আদর্শবাদী কর্মী, বিশ্বাস করেন যে পরিবর্তন অবশ্যই ভেতর থেকে আসা উচিত এবং তিনি রাজনৈতিক সংগ্রামে নিজেকে উৎসর্গ করেন। নূর যখন পালাতে চান, তখন মুক্তো সেখানেই থেকে লড়াই করার সিদ্ধান্ত নেন। মুক্তো কর্তৃত্ববাদের অধীনে সাধারণ মানুষের দুর্দশাগ্রস্ততার গল্প লিপিবদ্ধ করেন। রাষ্ট্রীয় সহিংসতা বৃদ্ধি পাওয়ার সাথে সাথে কর্মীরা অদৃশ্য হয়ে যায় এবং বিক্ষোভ দমন করা হয়। নূর বারবার মুক্তোকে চলে যেতে বলেন, কিন্তু আদর্শ এবং কর্তব্য ভাইদের বিভক্ত করে। বিপদ বাড়ার সাথে সাথে তাদের বন্ধন দুর্বল হয়ে পড়ে।",7,https://bn.wikipedia.org/wiki/%E0%A6%8F%E0%A6%96%E0%A6%BE%E0%A6%A8%E0%A7%87_%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%A8%E0%A7%88%E0%A6%A4%E0%A6%BF%E0%A6%95_%E0%A6%86%E0%A6%B2%E0%A6%BE%E0%A6%AA_%E0%A6%9C%E0%A6%B0%E0%A7%81%E0%A6%B0%E0%A6%BF,wikipedia_bn,2026-07-31,,9047252,2026-07-11T17:49:58Z,CC BY-SA 4.0
BN037,bn,এবং কিরীটী,,কলকাতায় অনুষ্ঠিত একটি পার্টিতে রাত্রে খুন হয়ে যান একজন। ঘটনাচক্রে সেখানে উপস্থিত ছিল বিখ্যাত গোয়েন্দা কিরীটী রায়। সে তদন্ত শুরু করে বুঝতে পারে উপস্থিত প্রায় প্রত্যেকেই সত্য গোপন করে যাচ্ছে। সিনেমার শেষে আসল অপরাধীকে চিহ্নিত করে কিরীটী।,4,https://bn.wikipedia.org/wiki/%E0%A6%8F%E0%A6%AC%E0%A6%82_%E0%A6%95%E0%A6%BF%E0%A6%B0%E0%A7%80%E0%A6%9F%E0%A7%80,wikipedia_bn,2026-07-31,,8900625,2026-04-22T16:14:30Z,CC BY-SA 4.0
BN038,bn,ওগো বধূ সুন্দরী,,"বাংলা ভাষার অধ্যাপক ও গবেষক গগন সেন (উত্তম কুমার) উচ্চবিত্ত সমাজের সঙ্গে মেলামেশা করা পছন্দ করেন না। কিন্তু তার স্ত্রী চিত্রা (সুমিত্রা মুখোপাধ্যায়) পার্টিতে যোগ দিতে পছন্দ করেন। কলকাতা বইমেলায় সাবিত্রী (মৌসুমী চট্টোপাধ্যায়) বাঁদরের খেলা দেখাতো। গগন ও তার বন্ধু অবলাকান্তের (সন্তোষ দত্ত) সঙ্গে সাবিত্রীর দেখা হয়। গগন সাবিত্রীকে লেখাপড়া শেখানোর দায়িত্ব নিতে চান। কিন্তু সাবিত্রী প্রথমে রাজি হয় না। কিন্তু এক রাতে পিতৃমাতৃহীনা সাবিত্রীকে তার অভিভাবক কাকা মদের টাকার জন্য একটি লোকের কাছে বিক্রি করে দিলে, সাবিত্রী বাড়ি ছেড়ে চলে যায়। ঘটনাচক্রে অবলকান্তের কাছ থেকে সে গগন সেনের ঠিকানা জোগাড় করে। সাবিত্রী তার বাড়িতে আশ্রয় নিলে চিত্রা চলে যান তার ব্যারিস্টার দাদু (বিকাশ রায়) ও ভাই সন্দীপের (রঞ্জিত মল্লিক) বাড়িতে। এদিকে গগন চ্যালেঞ্জ নেন এটা প্রমাণ করতে যে উপযুক্ত শিক্ষা, পরিবেশ পরিস্থিতি পেলে সাবিত্রীর মত অশিক্ষিত মেয়েও বদলে যেতে পারে। সাবিত্রীকে লেখাপড়া শিখিয়ে ভদ্রসমাজের উপযুক্ত করে তোলেন তিনি একাজে প্রথমে অরাজি হলেও তাকে সাহায্য করেন অবলাকান্ত। গগন সেনকে অপদস্থ করার জন্য চিত্রা সেন একটি ফ্যাশন প্যারেড আয়োজন করেন।",12,https://bn.wikipedia.org/wiki/%E0%A6%93%E0%A6%97%E0%A7%8B_%E0%A6%AC%E0%A6%A7%E0%A7%82_%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%B0%E0%A7%80,wikipedia_bn,2026-07-31,,9071447,2026-07-26T11:16:48Z,CC BY-SA 4.0
BN039,bn,কণ্ঠ (চলচ্চিত্র),,"চলচ্চিত্রের গল্পটি ক্যান্সারের থেকে বেঁচে থাকা একজন ব্যক্তির জীবন ও সংগ্রামের কথা বলে। অর্জুন মল্লিক একজন বিখ্যাত রেডিও জকি। তার শ্রোতা তার কণ্ঠ সম্পর্কে অনুরাগী। তার স্ত্রী, পৃথাও একজন কণ্ঠ শিল্পী। হঠাৎ করে জানা যায় যে অর্জুনের ল্যারেনজিয়াল ক্যান্সার রয়েছে। ক্রমশ হতাশ ও জীবনের প্রতি উঠসাহ হারানো অর্জুন তিনি রমিলা নামের একজন বক্তৃতা থেরাপিস্টের সঙ্গে দেখা করেন যিনি তাকে খাদ্যনালীর দ্বারা কথা বলতে শেখেন। তিনি কথা বলতে পারেন না, কিন্তু নিজের উন্নতি করেন। এটি একটি ক্যান্সার রোগী এবং তার নির্ভীক চেতনার একটি গল্প।",8,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%A3%E0%A7%8D%E0%A6%A0_(%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8979406,2026-06-01T21:27:46Z,CC BY-SA 4.0
BN040,bn,কন্যা (২০২৫-এর ভারতীয় চলচ্চিত্র),,"সুদীপা ও সুকন্যা দুই বোন। তারা দু’জনেই এক ব্যক্তির প্রেমে পড়ে। তবে কাহিনির শুরুতে সুদীপার বিয়ে হয়েছিল সুরজিৎ সঙ্গে। কিন্তু নানা অমিল ও অমীমাংসিত দ্বন্দ্বের কারণে তাদের বিবাহিত জীবন টেকেনি। অবশেষে তারা বিবাহবিচ্ছেদ করে। বিচ্ছেদের আসল কারণ আড়ালেই থেকে যায়, যদিও ধারণা করা হয়—সন্তান ধারণে অক্ষম হওয়াই হয়তো এর মূল কারণ।",6,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE_(%E0%A7%A8%E0%A7%A6%E0%A7%A8%E0%A7%AB-%E0%A6%8F%E0%A6%B0_%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8889851,2026-04-13T06:20:03Z,CC BY-SA 4.0
BN041,bn,কাঁচের দেয়াল,,অসহায় এক তরুণী মামার বাড়িতে লালিত পালিত। মায়ের মৃত্যুর পর তার বাবা হয়ে যায় বাউন্ডুলে। মামার পরিবারে মেয়েটির লাঞ্ছনা গঞ্চনার শেষ নেই। তবে এক মামা ও মামাতো ভাই তাকে আলাদা চোখে দেখে। মেয়েটি হঠাত লটারীতে প্রচুর টাকা পেয়ে যায়। এ সময় মামার পরিবারে তার আদর যত্নও বেড়ে যায়। কিছুদিন পরেই সংবাদ আসে যে লটারি মিথ্যে। মেয়েটির ভাগ্যে আবার দুর্ভোগ নেমে আসে। শেষ পর্যন্ত বিদ্রোহ করে এবং বাড়ি থেকে কাঁচের দেয়াল ভেঙ্গে বেড়িয়ে পড়ে।,9,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BE%E0%A6%81%E0%A6%9A%E0%A7%87%E0%A6%B0_%E0%A6%A6%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B2,wikipedia_bn,2026-07-31,,8907767,2026-04-24T10:31:16Z,CC BY-SA 4.0
BN042,bn,কাগজের ফুল,,"২০১১ সালের ১৩ আগস্ট, তারেক মাসুদ এবং গণমাধ্যম ব্যক্তিত্ব মিশুক মুনীর কাগজের ফুল চলচ্চিত্রের চিত্রগ্রহণের স্থান পরিদর্শনের শেষে মানিকগঞ্জ থেকে ফেরার পথে ঢাকা-আরিচা মহাসড়কে সড়ক দুর্ঘটনায় মারা যান। বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা চলচ্চিত্রটি নির্মাণে তার সহযোগিতা প্রদানের আশ্বাস দিয়েছেন। হাসিনা বলেন, মাসুদের ""মুক্তির গান (১৯৯৫) ছিল অন্ধকারে একটি আলোর রশ্মি ।"" তিনি আরো বলেন, ""কাগজের ফুল চলচ্চিত্রের নির্মাণ শেষ করতে আমি আমার সমর্থন বাড়িয়ে দেব।""",5,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BE%E0%A6%97%E0%A6%9C%E0%A7%87%E0%A6%B0_%E0%A6%AB%E0%A7%81%E0%A6%B2,wikipedia_bn,2026-07-31,,8353625,2025-08-01T22:19:36Z,CC BY-SA 4.0
BN043,bn,কি যে করি,,বড়লোকের একমাত্র নাতনী শাহানা চৌধুরী। দাদুর উইল অনুযায়ী মৃত্যুর পর সব বিষয়-সম্পত্তির মালিক হবে সে আর তার হবু স্বামী। তাই সে ছল করে এক ফাঁসির আসামীকে বিয়ে করে যাতে তার মৃত্যুর পর সব সম্পত্তি তার দখলে আসে। কিন্তু ভাগ্যক্রমে সেই ফাঁসির আসামী বাদশাহ মুক্তি পায়। এখন সে স্বামীর দাবী নিয়ে আসে শাহানার কাছে।,5,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BF_%E0%A6%AF%E0%A7%87_%E0%A6%95%E0%A6%B0%E0%A6%BF,wikipedia_bn,2026-07-31,,8907269,2026-04-24T09:18:09Z,CC BY-SA 4.0
BN044,bn,কুট্টি (২০০১-এর চলচ্চিত্র),,"এই চলচ্চিত্রটি একটি কিশোরী মেয়েকে নিয়ে যার পরিবারে ঘটে যাওয়া এক মর্মান্তিক ঘটনার কারণে শহুরে এক পরিবারের বাসায় তাকে শিশুশ্রমে বাধ্য করা হয়। পাভাদায় হলো মধুরাই গ্রামের কাছে বসবাসকারী একজন কুমোর। তার পেশার অবস্থা খুবই শোচনীয় হলেও, বুকভরা আশা নিয়ে তার মেয়ে কান্নাম্মাকে অনেক আদর-স্নেহ দিয়ে বড় করে তোলে। দুর্ভাগ্যবশত, পাভাদায় এক দুর্ঘটনায় মারা যাওয়ায় কান্নাম্মাকে শহুরে একটি বাসায় কাজ করতে হয়। ভালো ভালো খাবার আর পোশাকের আশায় মেয়েটি বেশ খুশিই ছিল, সেই বাসার অভিভাবকও তার সাথে ভালো আচরণ করতেন। তবে তাদের শাশুড়ির আগমনেই সবকিছু বদলে যায়। কুট্টি ঠিকমতো খাবার পায় না, শাশুড়ি ও তার নাতি মিলে তাকে অনেক অত্যাচার করে । দিন দিন পরিস্থিতি আরও খারাপ হয়। একবার কুট্টির আত্মীয়রা তাকে দেখতে আসে। দাদী তাদের সামনে কুট্টির সাথে খুবই ভালো ব্যবহার করে বিশ্বাস করায় যে কুট্টি এখানে অনেক হাসি-খুশীতে আছে।কুট্টিও তার কষ্টের কথা তাদের বলতে পারেনি। কুট্টি দেখে যে, ওপারের বাসার কাজের মেয়েটিকে হয়রানি করা হচ্ছে।",12,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A7%81%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A6%BF_(%E0%A7%A8%E0%A7%A6%E0%A7%A6%E0%A7%A7-%E0%A6%8F%E0%A6%B0_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8923096,2026-05-04T14:05:12Z,CC BY-SA 4.0
BN045,bn,কুসুমপুরের গল্প,,সম্পত্তির ভাগবাঁটোয়ারা নিয়ে এক পরিবারের দুই ভাইয়ের মধ্যে শুরু হয় দ্বন্দ্ব। সম্পত্তির লোভে অন্ধ ছোটভাই বাবাকে হত্যার পর বড়ভাইকেও হত্যার পরিকল্পনা গ্রহণ করে। তখন সপরিবারে পালিয়ে যায় বড়ভাই। একদিন দুর্ভাগ্যক্রমে তার একমাত্র ছেলে রাজা হারিয়ে যায়। রাজা বড় হয়ে বাবাকে খুঁজে পায়। এরপর সে জানতে পারে তার ভালোবাসার মানুষ ময়নার বাবা আসলে তার ছোট চাচা।,6,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A7%81%E0%A6%B8%E0%A7%81%E0%A6%AE%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A7%87%E0%A6%B0_%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA,wikipedia_bn,2026-07-31,,8905082,2026-04-24T03:58:56Z,CC BY-SA 4.0
