review_id,n_words,n_chars,mean_word_len,n_danda,has_danda,n_comma,has_comma_run,n_exclaim,n_question,punct_per_token,has_latin,has_digit,first_person,cluster_k2
bn_2024,10,57,4.8,1,1,1,0,0,0,0.2,0,0,0,1
bn_2025,9,56,5.333333333333333,1,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_2026,9,58,5.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2027,9,61,5.888888888888889,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2028,7,64,8.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2029,10,68,5.9,1,1,1,0,0,0,0.2,0,0,0,1
bn_2030,7,41,5.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2031,9,51,4.777777777777778,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2032,9,58,5.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2033,7,43,5.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2034,10,57,4.8,1,1,1,0,0,0,0.2,0,0,0,1
bn_2035,7,45,5.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2036,8,50,5.375,1,1,1,0,0,0,0.375,0,0,0,1
bn_2037,7,48,6.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2038,10,58,4.9,1,1,1,0,0,0,0.2,0,0,0,1
bn_2039,7,44,5.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2040,8,55,6.0,1,1,1,0,0,0,0.25,0,0,0,0
bn_2041,7,38,4.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2042,10,59,5.0,1,1,1,0,0,0,0.2,0,0,0,1
bn_2043,9,45,4.111111111111111,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2044,7,56,7.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2045,7,55,7.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2046,10,60,5.1,1,1,1,0,0,0,0.2,0,0,0,0
bn_2047,7,45,5.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2048,11,69,5.363636363636363,1,1,1,0,0,0,0.18181818181818182,0,0,0,1
bn_2049,6,50,7.5,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2050,8,59,6.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2051,7,48,6.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2052,5,33,5.8,1,1,0,0,0,0,0.4,0,0,0,1
bn_2053,6,37,5.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2054,9,57,5.444444444444445,1,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_2055,6,38,5.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2056,7,39,4.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2057,8,51,5.5,1,1,1,0,0,0,0.25,0,0,0,0
bn_2058,9,54,5.111111111111111,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2059,5,26,4.4,1,1,1,0,0,0,0.4,0,0,0,0
bn_2060,7,49,6.142857142857143,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2061,7,51,6.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2062,8,55,6.0,1,1,1,0,0,0,0.25,0,0,0,1
bn_2063,6,39,5.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2064,8,43,4.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2065,5,34,6.0,1,1,0,0,0,0,0.2,0,0,0,0
bn_2066,8,42,4.375,1,1,1,0,0,0,0.25,0,0,0,1
bn_2067,8,43,4.5,1,1,1,0,0,0,0.25,0,0,0,0
bn_2068,6,39,5.666666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2069,5,43,7.8,1,1,0,0,0,0,0.4,0,0,0,0
bn_2070,7,43,5.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2071,7,44,5.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2072,8,48,5.125,1,1,0,0,0,0,0.125,0,0,0,1
bn_2073,8,44,4.625,1,1,0,0,0,0,0.125,0,0,0,0
bn_2074,10,63,5.4,1,1,1,0,0,0,0.2,0,0,0,0
bn_2075,5,38,6.8,1,1,1,0,0,0,0.4,0,0,0,0
bn_2076,7,41,5.0,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2077,6,40,5.833333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2078,9,52,4.888888888888889,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2079,9,50,4.666666666666667,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2080,8,55,6.0,1,1,1,0,0,0,0.25,0,0,0,1
bn_2081,10,56,4.7,1,1,1,0,0,0,0.2,0,0,0,1
bn_2082,7,48,6.0,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2083,10,51,4.2,1,1,1,0,0,0,0.2,0,0,0,1
bn_2084,7,39,4.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2085,9,58,5.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2086,8,51,5.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2087,8,56,6.125,1,1,1,0,0,0,0.25,0,0,0,1
bn_2088,6,28,3.8333333333333335,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2089,8,52,5.625,1,1,1,0,0,0,0.25,0,0,0,1
bn_2090,6,39,5.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2091,10,50,4.1,1,1,1,0,0,0,0.3,0,0,0,0
bn_2092,10,52,4.3,1,1,1,0,0,0,0.2,0,0,0,1
bn_2093,8,50,5.375,1,1,1,0,0,0,0.25,0,0,0,1
bn_2094,9,59,5.666666666666667,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2095,8,52,5.625,1,1,1,0,0,0,0.25,0,0,0,1
bn_2096,8,52,5.625,1,1,1,0,0,0,0.25,0,0,0,1
bn_2097,7,37,4.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2098,8,49,5.25,1,1,1,0,0,0,0.25,0,0,0,0
bn_2099,8,49,5.25,1,1,1,0,0,0,0.25,0,0,0,1
bn_2100,7,52,6.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2101,8,46,4.875,1,1,1,0,0,0,0.25,0,0,0,0
bn_2102,11,64,4.909090909090909,1,1,1,0,0,0,0.18181818181818182,0,0,0,1
bn_2103,7,54,6.857142857142857,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2104,9,53,5.0,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2105,7,52,6.571428571428571,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2106,6,41,6.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2107,8,50,5.375,1,1,1,0,0,0,0.25,0,0,0,1
bn_2108,7,61,7.857142857142857,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2109,7,44,5.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2110,9,63,6.111111111111111,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2111,5,39,7.0,1,1,0,0,0,0,0.4,0,0,0,0
bn_2112,8,53,5.75,1,1,0,0,0,0,0.125,0,0,0,1
bn_2113,7,44,5.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2114,8,45,4.75,1,1,1,0,0,0,0.25,0,0,0,0
bn_2115,8,54,5.875,1,1,1,0,0,0,0.25,0,0,0,1
bn_2116,6,39,5.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2117,6,38,5.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2118,7,50,6.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2119,7,39,4.714285714285714,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2120,9,55,5.222222222222222,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2121,7,45,5.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2122,8,52,5.625,1,1,0,0,0,0,0.125,0,0,0,1
bn_2123,8,49,5.25,1,1,1,0,0,0,0.25,0,0,0,1
bn_2124,7,50,6.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2125,11,62,4.7272727272727275,1,1,1,0,0,0,0.18181818181818182,0,0,0,1
bn_2126,5,35,6.2,1,1,0,0,0,0,0.2,0,0,0,0
bn_2127,8,41,4.25,1,1,0,0,0,0,0.125,0,0,0,0
bn_2128,7,50,6.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2129,7,39,4.714285714285714,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2130,7,42,5.142857142857143,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2131,6,41,6.0,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2132,8,43,4.5,1,1,1,0,0,0,0.25,0,0,0,0
bn_2133,8,53,5.75,1,1,1,0,0,0,0.25,0,0,0,1
bn_2134,8,53,5.75,1,1,1,0,0,0,0.25,0,0,0,0
bn_2135,9,58,5.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2136,6,44,6.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2137,6,40,5.833333333333333,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2138,6,37,5.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2139,5,42,7.6,1,1,1,0,0,0,0.4,0,0,0,0
bn_2140,7,53,6.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2141,6,32,4.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2142,5,32,5.6,1,1,1,0,0,0,0.4,0,0,0,0
bn_2143,6,42,6.166666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2144,8,47,5.0,1,1,1,0,0,0,0.25,0,0,0,0
bn_2145,7,38,4.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2146,5,33,5.8,1,1,0,0,0,0,0.2,0,0,0,1
bn_2147,8,43,4.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2148,6,39,5.666666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2149,6,44,6.5,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2150,8,51,5.5,1,1,0,0,0,0,0.125,0,0,0,0
bn_2151,8,44,4.625,1,1,1,0,0,0,0.25,0,0,0,1
bn_2152,8,46,4.875,1,1,1,0,0,0,0.25,0,0,0,0
bn_2153,6,53,8.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2154,7,48,6.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2155,9,40,3.5555555555555554,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2156,6,41,6.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2157,7,48,6.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2158,5,32,5.6,1,1,0,0,0,0,0.2,0,0,0,1
bn_2159,7,44,5.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2160,5,42,7.6,1,1,0,0,0,0,0.2,0,0,0,1
bn_2161,8,48,5.125,1,1,0,0,0,0,0.125,0,0,0,1
bn_2162,8,38,3.875,1,1,0,0,0,0,0.125,0,0,0,1
bn_2163,6,40,5.833333333333333,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2164,8,45,4.75,1,1,0,0,0,0,0.125,0,0,0,0
bn_2165,7,38,4.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2166,9,50,4.666666666666667,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2167,6,35,5.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2168,7,37,4.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2169,8,42,4.375,1,1,1,0,0,0,0.25,0,0,0,1
bn_2170,10,62,5.3,1,1,1,0,0,0,0.2,0,0,0,1
bn_2171,9,55,5.222222222222222,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2172,8,56,6.125,1,1,1,0,0,0,0.25,0,0,0,1
bn_2173,6,41,6.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2174,9,54,5.111111111111111,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2175,9,53,5.0,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2176,7,51,6.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2177,7,50,6.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2178,7,41,5.0,1,1,0,0,0,0,0.14285714285714285,1,0,0,1
bn_2179,7,38,4.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2180,8,42,4.375,1,1,1,0,0,0,0.25,0,0,0,1
bn_2181,6,42,6.166666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2182,6,36,5.166666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2183,6,43,6.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2184,8,51,5.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2185,7,42,5.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2186,7,38,4.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2187,5,34,6.0,1,1,1,0,0,0,0.4,0,0,0,0
bn_2188,7,47,5.857142857142857,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2189,6,39,5.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2190,6,40,5.833333333333333,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2191,8,46,4.875,1,1,0,0,0,0,0.125,0,0,0,1
bn_2192,7,45,5.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2193,8,53,5.75,1,1,1,0,0,0,0.25,0,0,0,1
bn_2194,4,31,7.0,1,1,0,0,0,0,0.25,0,0,0,0
bn_2195,9,46,4.222222222222222,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2196,5,34,6.0,1,1,0,0,0,0,0.2,0,0,0,0
bn_2197,9,48,4.444444444444445,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2198,6,34,4.833333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2199,5,36,6.4,1,1,0,0,0,0,0.2,0,0,0,1
bn_2200,4,29,6.5,1,1,0,0,0,0,0.25,0,0,0,0
bn_2201,10,51,4.2,1,1,1,0,0,0,0.2,0,0,0,1
bn_2202,6,47,7.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2203,7,38,4.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2204,7,49,6.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2205,7,35,4.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2206,7,37,4.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2207,8,43,4.5,1,1,2,0,0,0,0.375,0,0,0,0
bn_2208,10,48,3.9,1,1,0,0,0,0,0.1,0,0,0,1
bn_2209,6,39,5.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2210,8,53,5.75,1,1,1,0,0,0,0.25,0,0,0,0
bn_2211,5,36,6.4,1,1,1,0,0,0,0.4,0,0,0,0
bn_2212,6,42,6.166666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2213,6,34,4.833333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2214,4,36,8.25,1,1,0,0,0,0,0.25,0,0,0,1
bn_2215,8,51,5.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2216,9,58,5.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2217,8,39,4.0,1,1,1,0,0,0,0.25,0,0,0,1
bn_2219,8,48,5.125,1,1,1,0,0,0,0.25,0,0,0,0
bn_2220,6,38,5.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2221,7,40,4.857142857142857,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2222,6,42,6.166666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2223,9,57,5.444444444444445,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2224,7,46,5.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2225,7,45,5.571428571428571,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2226,8,40,4.125,1,1,1,0,0,0,0.25,0,0,0,0
bn_2227,6,38,5.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2228,7,43,5.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2229,5,36,6.4,1,1,0,0,0,0,0.2,0,0,0,1
bn_2230,4,29,6.5,1,1,0,0,0,0,0.25,0,0,0,0
bn_2231,5,34,6.0,1,1,0,0,0,0,0.2,0,0,0,1
bn_2232,10,58,4.9,1,1,1,0,0,0,0.2,0,0,0,1
bn_2233,6,32,4.5,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2234,9,55,5.222222222222222,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2235,5,35,6.2,1,1,0,0,0,0,0.2,0,0,0,1
bn_2236,7,44,5.428571428571429,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2238,9,50,4.666666666666667,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2239,7,42,5.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2240,9,48,4.444444444444445,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2241,12,61,4.166666666666667,1,1,1,0,0,0,0.16666666666666666,0,0,0,1
bn_2242,8,47,5.0,1,1,1,0,0,0,0.25,0,0,0,1
bn_2243,8,48,5.125,1,1,1,0,0,0,0.25,0,0,0,0
bn_2244,7,40,4.857142857142857,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2245,7,53,6.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2246,9,53,5.0,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2247,6,37,5.333333333333333,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2248,8,41,4.25,1,1,1,0,0,0,0.25,0,0,0,0
bn_2249,7,49,6.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2250,7,52,6.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2251,6,37,5.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2252,7,43,5.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2253,7,41,5.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2254,8,51,5.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_2255,6,43,6.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2257,5,26,4.4,1,1,0,0,0,0,0.2,0,0,0,0
bn_2258,6,39,5.666666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2259,4,37,8.5,1,1,0,0,0,0,0.25,0,0,0,1
bn_2260,7,37,4.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2261,9,53,5.0,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2262,7,40,4.857142857142857,1,1,0,0,0,0,0.14285714285714285,0,0,0,0
bn_2263,7,47,5.857142857142857,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2264,9,42,3.7777777777777777,1,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_2265,9,49,4.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2266,6,31,4.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2267,6,39,5.666666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2268,7,42,5.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2269,8,48,5.125,1,1,1,0,0,0,0.25,0,0,0,0
bn_2270,8,40,4.125,1,1,1,0,0,0,0.25,0,0,0,1
bn_2271,9,51,4.777777777777778,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2272,7,45,5.571428571428571,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2273,8,42,4.375,1,1,1,0,0,0,0.25,0,0,0,1
bn_2275,8,48,5.125,1,1,1,0,0,0,0.25,0,0,0,0
bn_2276,8,47,5.0,1,1,1,0,0,0,0.25,0,0,0,0
bn_2277,6,41,6.0,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2278,7,46,5.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2279,8,41,4.25,1,1,1,0,0,0,0.25,0,0,0,1
bn_2280,8,40,4.125,1,1,1,0,0,0,0.25,0,0,0,1
bn_2281,7,42,5.142857142857143,1,1,0,0,0,0,0.2857142857142857,0,0,0,1
bn_2282,4,25,5.5,1,1,0,0,0,0,0.25,0,0,0,0
bn_2283,4,33,7.5,1,1,0,0,0,0,0.25,0,0,0,0
bn_2284,9,44,4.0,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2286,6,33,4.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2287,8,47,5.0,1,1,0,0,0,0,0.125,0,0,0,1
bn_2288,8,41,4.25,1,1,0,0,0,0,0.125,0,0,0,1
bn_2289,5,32,5.6,1,1,1,0,0,0,0.4,0,0,0,0
bn_2290,6,43,6.333333333333333,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2291,7,42,5.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2292,7,48,6.0,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2293,5,35,6.2,1,1,0,0,0,0,0.2,0,0,0,1
bn_2294,6,38,5.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2296,6,39,5.666666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2298,4,35,8.0,1,1,0,0,0,0,0.25,0,0,0,1
bn_2300,8,49,5.25,1,1,1,0,0,0,0.25,0,0,0,1
bn_2302,6,38,5.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2304,6,35,5.0,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2306,5,35,6.2,1,1,0,0,0,0,0.2,0,0,0,1
bn_2308,6,25,3.3333333333333335,1,1,0,0,0,0,0.16666666666666666,0,0,0,0
bn_2310,6,33,4.666666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,0
bn_2311,6,30,4.166666666666667,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2312,8,45,4.75,1,1,1,0,0,0,0.25,0,0,0,1
bn_2314,10,61,5.2,1,1,1,0,0,0,0.2,0,0,0,1
bn_2315,7,51,6.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_2316,11,61,4.636363636363637,1,1,1,0,0,0,0.18181818181818182,0,0,0,0
bn_2317,8,57,6.25,1,1,1,0,0,0,0.25,0,0,0,1
bn_2318,9,44,4.0,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2319,7,40,4.857142857142857,1,1,1,0,0,0,0.2857142857142857,0,0,0,0
bn_2320,9,58,5.555555555555555,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2321,8,44,4.625,1,1,1,0,0,0,0.25,0,0,0,1
bn_2322,8,54,5.875,1,1,0,0,0,0,0.125,0,0,0,0
bn_2323,6,35,5.0,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_2324,9,50,4.666666666666667,1,1,1,0,0,0,0.2222222222222222,0,0,0,1
bn_2325,10,60,5.1,1,1,1,0,0,0,0.2,0,0,0,1
bn_2326,8,44,4.625,1,1,0,0,0,0,0.125,0,0,0,1
bn_2327,7,42,5.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2328,8,53,5.75,1,1,1,0,0,0,0.25,0,0,0,0
bn_2329,8,47,5.0,1,1,0,0,0,0,0.125,0,0,0,1
bn_2330,10,53,4.4,1,1,1,0,0,0,0.2,0,0,0,1
bn_2331,11,53,3.909090909090909,1,1,1,0,0,0,0.18181818181818182,0,0,0,1
bn_2332,9,42,3.7777777777777777,1,1,1,0,0,0,0.2222222222222222,0,0,0,0
bn_2333,6,40,5.833333333333333,1,1,1,0,0,0,0.3333333333333333,0,0,0,1
bn_2334,7,49,6.142857142857143,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_2335,10,46,3.7,1,1,1,0,0,0,0.2,0,0,0,1
