review_id,n_words,n_chars,mean_word_len,n_danda,has_danda,n_comma,has_comma_run,n_exclaim,n_question,punct_per_token,has_latin,has_digit,first_person,Sentiment
bn_0041,14,86,5.214285714285714,1,1,0,0,0,0,0.07142857142857142,0,0,0,1
bn_0042,11,57,4.2727272727272725,0,0,1,0,0,0,0.09090909090909091,0,0,0,1
bn_0043,18,86,3.8333333333333335,0,0,0,0,0,0,0.0,0,0,1,1
bn_0044,39,194,4.0,0,0,0,0,0,0,0.0,0,0,1,1
bn_0045,10,55,4.6,2,1,0,0,0,0,0.2,0,0,0,1
bn_0046,14,70,4.071428571428571,0,0,0,0,0,0,0.0,0,0,0,1
bn_0047,25,133,4.36,2,1,2,1,0,0,0.16,0,0,1,1
bn_0048,32,164,4.15625,0,0,0,0,0,0,0.0,0,0,0,1
bn_0049,18,91,4.111111111111111,0,0,0,0,0,0,0.0,0,0,1,1
bn_0050,8,48,5.125,0,0,0,0,0,0,0.0,0,0,0,1
bn_0051,24,136,4.708333333333333,0,0,1,0,0,0,0.041666666666666664,0,0,0,1
bn_0052,25,132,4.32,0,0,4,0,0,0,0.16,0,0,0,1
bn_0053,14,76,4.5,1,1,0,0,0,0,0.07142857142857142,0,0,0,1
bn_0054,43,237,4.534883720930233,0,0,0,0,0,0,0.0,0,0,1,1
bn_0055,15,84,4.666666666666667,3,1,2,0,0,0,0.3333333333333333,0,0,0,1
bn_0056,9,46,4.222222222222222,0,0,0,0,0,0,0.0,0,0,0,1
bn_0057,8,52,5.625,0,0,0,0,0,0,0.0,0,0,0,1
bn_0058,9,40,3.5555555555555554,0,0,0,0,0,0,0.0,0,0,1,1
bn_0059,19,99,4.2631578947368425,0,0,0,0,0,0,0.0,0,0,0,1
bn_0060,13,72,4.615384615384615,2,1,0,0,0,0,0.15384615384615385,0,0,0,1
bn_0061,11,64,4.909090909090909,2,1,0,0,0,0,0.18181818181818182,0,0,1,1
bn_0062,29,154,4.344827586206897,2,1,0,0,0,0,0.06896551724137931,0,0,0,1
bn_0063,6,28,3.8333333333333335,0,0,0,0,0,0,0.0,0,0,0,1
bn_0064,17,81,3.823529411764706,0,0,0,0,0,0,0.0,0,0,0,1
bn_0065,28,160,4.75,2,1,0,0,0,0,0.07142857142857142,0,0,0,1
bn_0066,3,15,4.333333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0067,10,51,4.2,0,0,0,0,0,0,0.0,0,0,1,1
bn_0068,17,76,3.5294117647058822,0,0,0,0,0,0,0.0,0,0,0,1
bn_0069,12,84,6.083333333333333,2,1,1,0,0,0,0.25,0,0,0,1
bn_0070,9,49,4.555555555555555,1,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_0071,13,60,3.6923076923076925,0,0,0,0,0,0,0.0,0,0,0,1
bn_0072,20,118,4.95,2,1,0,0,0,0,0.1,0,0,0,1
bn_0073,25,126,4.08,0,0,1,0,0,0,0.04,0,0,0,1
bn_0074,10,52,4.3,0,0,0,0,0,0,0.0,0,0,0,1
bn_0075,26,120,3.6538461538461537,2,1,2,0,0,0,0.15384615384615385,0,0,1,1
bn_0076,15,88,4.933333333333334,0,0,1,0,0,0,0.06666666666666667,0,0,0,1
bn_0077,10,72,6.3,1,1,0,0,0,0,0.1,0,0,0,1
bn_0078,15,107,6.2,0,0,0,0,0,0,0.0,0,0,1,1
bn_0079,19,100,4.315789473684211,1,1,0,0,0,0,0.05263157894736842,0,0,0,1
bn_0080,13,56,3.3846153846153846,0,0,0,0,0,0,0.0,0,0,0,1
bn_0081,31,152,3.935483870967742,0,0,0,0,0,0,0.0,0,0,0,1
bn_0082,9,51,4.777777777777778,0,0,0,0,0,0,0.0,0,0,0,1
bn_0083,13,76,4.923076923076923,1,1,0,0,0,0,0.07692307692307693,0,0,0,1
bn_0084,28,139,4.0,0,0,1,0,0,0,0.03571428571428571,0,0,1,1
bn_0085,6,45,6.666666666666667,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_0086,16,89,4.625,0,0,1,0,0,0,0.0625,0,0,0,1
bn_0087,10,59,5.0,0,0,2,0,0,0,0.2,0,0,0,1
bn_0088,16,93,4.875,0,0,0,0,0,0,0.0,0,0,0,1
bn_0089,10,61,5.2,0,0,0,0,0,0,0.0,0,0,0,1
bn_0090,11,60,4.545454545454546,0,0,0,0,0,0,0.0,0,0,0,1
bn_0091,26,141,4.461538461538462,1,1,0,0,0,0,0.038461538461538464,0,0,0,1
bn_0092,27,131,3.888888888888889,0,0,5,1,0,0,0.18518518518518517,0,0,0,1
bn_0093,4,31,7.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0094,14,64,3.642857142857143,0,0,0,0,0,0,0.0,0,0,0,1
bn_0095,16,83,4.25,1,1,1,0,0,0,0.125,0,0,0,1
bn_0096,12,57,3.8333333333333335,0,0,0,0,0,0,0.0,0,0,0,1
bn_0097,17,124,6.352941176470588,2,1,0,0,0,0,0.11764705882352941,0,0,1,1
bn_0098,24,120,4.041666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0099,7,39,4.714285714285714,0,0,3,1,0,0,0.42857142857142855,0,0,0,1
bn_0100,11,59,4.454545454545454,1,1,1,0,0,0,0.18181818181818182,0,0,0,1
bn_0101,10,53,4.4,1,1,1,0,0,0,0.2,0,0,0,1
bn_0102,10,55,4.6,1,1,1,0,0,0,0.2,0,0,0,1
bn_0103,19,104,4.526315789473684,0,0,0,0,0,0,0.0,0,0,0,1
bn_0104,9,55,5.222222222222222,0,0,0,0,0,0,0.0,0,0,0,1
bn_0105,20,102,4.15,3,1,0,0,0,0,0.15,0,0,1,1
bn_0106,15,81,4.466666666666667,0,0,0,0,0,0,0.0,0,0,1,1
bn_0107,4,16,3.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0108,7,28,3.142857142857143,0,0,0,0,0,0,0.0,0,0,0,1
bn_0109,16,84,4.3125,0,0,2,1,0,0,0.125,0,0,1,1
bn_0110,8,38,3.875,0,0,0,0,0,0,0.0,0,0,0,1
bn_0111,6,60,9.166666666666666,0,0,5,0,0,0,0.8333333333333334,0,0,0,1
bn_0112,8,51,5.5,1,1,1,0,0,0,0.25,0,0,0,1
bn_0113,30,201,5.733333333333333,2,1,4,0,0,0,0.2,0,0,0,1
bn_0114,17,81,3.823529411764706,0,0,0,0,0,0,0.0,0,0,0,1
bn_0115,5,23,3.8,0,0,0,0,0,0,0.0,0,0,1,1
bn_0116,20,108,4.45,1,1,0,0,0,0,0.05,0,0,1,1
bn_0117,28,152,4.464285714285714,1,1,5,0,0,0,0.21428571428571427,0,0,1,1
bn_0118,11,51,3.727272727272727,0,0,0,0,0,0,0.0,0,0,0,1
bn_0119,27,143,4.333333333333333,3,1,0,0,0,0,0.1111111111111111,0,0,1,1
bn_0120,12,64,4.416666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0121,22,116,4.318181818181818,0,0,0,0,0,0,0.0,0,0,0,1
bn_0122,7,41,5.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0123,12,54,3.5833333333333335,0,0,0,0,0,0,0.0,0,0,0,1
bn_0124,8,42,4.375,0,0,0,0,0,0,0.0,0,0,0,1
bn_0125,14,75,4.428571428571429,1,1,0,0,0,0,0.07142857142857142,0,0,0,1
bn_0126,11,62,4.7272727272727275,3,1,0,0,0,0,0.2727272727272727,0,0,0,1
bn_0127,31,212,5.870967741935484,3,1,5,0,0,0,0.25806451612903225,0,0,0,1
bn_0128,12,56,3.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0129,16,101,5.375,0,0,0,0,0,0,0.0,0,0,0,1
bn_0130,34,192,4.676470588235294,1,1,0,0,0,0,0.08823529411764706,0,0,0,1
bn_0131,13,94,6.3076923076923075,0,0,3,1,0,0,0.23076923076923078,0,0,0,1
bn_0132,15,77,4.2,1,1,1,0,0,0,0.13333333333333333,0,0,0,1
bn_0133,17,101,5.0,0,0,1,0,0,0,0.058823529411764705,0,0,0,1
bn_0134,13,73,4.6923076923076925,1,1,0,0,0,0,0.07692307692307693,0,0,0,1
bn_0135,21,107,4.142857142857143,0,0,0,0,0,0,0.0,0,0,0,1
bn_0136,33,186,4.666666666666667,0,0,0,0,0,0,0.0,0,0,1,1
bn_0137,10,48,3.9,0,0,0,0,0,0,0.0,0,0,1,1
bn_0138,28,150,4.392857142857143,0,0,0,0,0,0,0.0,0,0,0,1
bn_0139,34,209,5.176470588235294,0,0,0,0,0,0,0.0,0,0,0,1
bn_0140,21,118,4.666666666666667,2,1,0,0,0,0,0.09523809523809523,0,0,0,1
bn_0141,11,60,4.545454545454546,0,0,0,0,0,0,0.0,0,0,0,1
bn_0142,6,51,7.666666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0143,14,66,3.7857142857142856,0,0,0,0,0,0,0.0,0,0,0,1
bn_0144,17,112,5.647058823529412,1,1,0,0,0,0,0.058823529411764705,0,0,0,1
bn_0145,16,72,3.5625,0,0,0,0,0,0,0.0,0,0,0,1
bn_0146,22,124,4.681818181818182,2,1,2,0,0,0,0.18181818181818182,0,0,0,1
bn_0147,6,39,5.666666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0148,10,51,4.2,1,1,0,0,0,0,0.1,0,0,0,1
bn_0149,13,66,4.153846153846154,0,0,0,0,0,0,0.0,0,0,0,1
bn_0151,4,26,5.75,1,1,0,0,0,0,0.25,0,0,0,1
bn_0152,10,54,4.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0153,12,66,4.583333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0154,7,32,3.7142857142857144,0,0,0,0,0,0,0.0,0,0,0,1
bn_0155,3,21,6.333333333333333,1,1,0,0,0,0,0.3333333333333333,0,0,0,1
bn_0156,11,60,4.545454545454546,3,1,0,0,0,0,0.2727272727272727,0,0,0,1
bn_0157,10,50,4.1,0,0,0,0,0,0,0.0,0,0,0,1
bn_0158,10,52,4.3,1,1,0,0,0,0,0.1,0,0,1,1
bn_0159,5,24,4.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0160,9,34,2.888888888888889,0,0,0,0,0,0,0.0,0,0,1,1
bn_0161,11,71,5.545454545454546,0,0,0,0,0,0,0.0,0,0,0,1
bn_0162,24,122,4.125,0,0,0,0,0,0,0.0,0,0,0,1
bn_0163,10,61,5.2,0,0,3,0,0,0,0.3,0,0,0,1
bn_0164,26,140,4.423076923076923,2,1,2,0,0,0,0.15384615384615385,0,0,0,1
bn_0165,3,16,4.666666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0166,13,68,4.3076923076923075,1,1,1,0,0,0,0.38461538461538464,0,0,0,1
bn_0167,26,151,4.846153846153846,0,0,4,0,0,0,0.15384615384615385,0,0,0,1
bn_0168,17,91,4.411764705882353,0,0,0,0,0,0,0.0,0,0,1,1
bn_0169,4,26,5.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0170,3,25,7.666666666666667,0,0,1,0,0,0,0.3333333333333333,0,0,0,1
bn_0171,10,49,4.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0172,11,58,4.363636363636363,0,0,0,0,0,0,0.0,0,0,0,1
bn_0173,13,71,4.538461538461538,1,1,0,0,0,0,0.07692307692307693,0,0,1,1
bn_0176,23,105,3.608695652173913,0,0,0,0,0,0,0.0,0,0,0,1
bn_0179,13,96,6.461538461538462,2,1,0,0,0,0,0.15384615384615385,0,0,0,1
bn_0181,13,67,4.230769230769231,0,0,0,0,0,0,0.0,0,0,0,1
bn_0183,9,49,4.555555555555555,0,0,0,0,0,0,0.0,0,0,0,1
bn_0184,5,33,5.8,0,0,0,0,0,0,0.0,0,0,0,1
bn_0186,23,121,4.304347826086956,3,1,0,0,0,0,0.13043478260869565,0,0,0,1
bn_0187,27,136,4.074074074074074,3,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_0188,5,43,7.8,1,1,2,0,0,0,0.6,0,0,0,1
bn_0189,16,77,3.875,0,0,0,0,0,0,0.0,0,0,1,1
bn_0190,11,46,3.272727272727273,0,0,0,0,0,0,0.0,0,0,1,1
bn_0191,13,68,4.3076923076923075,0,0,0,0,0,0,0.0,0,0,1,1
bn_0192,5,30,5.2,0,0,0,0,0,0,0.0,0,0,0,1
bn_0193,12,71,5.0,0,0,1,0,0,0,0.08333333333333333,0,0,1,1
bn_0194,30,156,4.233333333333333,3,1,0,0,0,0,0.1,0,0,0,1
bn_0195,10,49,4.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0196,4,22,4.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0197,11,65,5.0,1,1,0,0,0,0,0.09090909090909091,0,0,0,1
bn_0198,25,139,4.6,3,1,0,0,0,0,0.12,0,0,0,1
bn_0199,6,32,4.5,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_0200,10,62,5.3,2,1,0,0,0,0,0.2,0,0,0,1
bn_0201,9,50,4.666666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0202,12,88,6.416666666666667,2,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_0203,16,80,4.0625,0,0,0,0,0,0,0.0,0,0,0,1
bn_0204,7,36,4.285714285714286,0,0,0,0,0,0,0.0,0,0,0,1
bn_0205,8,39,4.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0206,11,59,4.454545454545454,1,1,0,0,0,0,0.09090909090909091,0,0,0,1
bn_0207,4,27,6.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0208,13,71,4.538461538461538,0,0,0,0,0,0,0.0,0,0,0,1
bn_0209,25,155,5.24,0,0,2,0,2,0,0.16,0,0,0,1
bn_0210,5,27,4.6,0,0,0,0,0,0,0.0,0,0,0,1
bn_0211,8,41,4.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0212,10,57,4.8,0,0,2,0,0,0,0.2,0,0,0,1
bn_0213,3,19,5.666666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0214,7,45,5.571428571428571,0,0,0,0,0,0,0.0,0,0,0,1
bn_0215,7,39,4.714285714285714,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_0217,14,77,4.571428571428571,0,0,0,0,0,0,0.0,0,0,0,1
bn_0218,4,22,4.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0219,8,51,5.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0220,7,38,4.571428571428571,0,0,0,0,0,0,0.0,0,0,0,1
bn_0221,13,73,4.6923076923076925,0,0,0,0,0,0,0.0,0,0,1,1
bn_0222,5,31,5.4,1,1,0,0,0,0,0.2,0,0,0,1
bn_0223,8,38,3.875,0,0,0,0,0,0,0.0,0,0,0,1
bn_0224,8,45,4.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0225,8,49,5.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0226,4,25,5.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0227,3,18,5.333333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0228,6,35,5.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0229,3,15,4.333333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0230,6,37,5.333333333333333,1,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_0231,6,32,4.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0232,8,49,5.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0233,12,70,4.916666666666667,2,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_0234,6,39,5.666666666666667,2,1,0,0,0,0,0.3333333333333333,0,0,0,1
bn_0235,8,36,3.625,0,0,0,0,0,0,0.0,0,0,0,1
bn_0236,6,26,3.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0237,8,49,5.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0238,14,70,4.071428571428571,1,1,0,0,0,0,0.07142857142857142,0,0,0,1
bn_0239,5,35,6.2,1,1,1,0,0,0,0.4,0,0,0,1
bn_0240,10,56,4.7,0,0,0,0,0,0,0.0,0,0,0,1
bn_0241,14,70,4.071428571428571,0,0,0,0,0,0,0.0,0,0,0,1
bn_0242,11,51,3.727272727272727,0,0,0,0,0,0,0.0,0,0,0,1
bn_0243,8,41,4.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0244,21,132,5.333333333333333,1,1,4,0,0,0,0.23809523809523808,0,0,0,1
bn_0245,5,28,4.8,0,0,0,0,0,0,0.0,0,0,0,1
bn_0246,4,19,4.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0247,7,38,4.571428571428571,0,0,0,0,0,0,0.0,0,0,0,1
bn_0248,9,44,4.0,0,0,1,0,0,0,0.1111111111111111,0,0,0,1
bn_0249,16,94,4.9375,1,1,2,0,0,0,0.1875,0,0,0,1
bn_0250,30,165,4.533333333333333,0,0,2,0,0,0,0.06666666666666667,0,0,0,1
bn_0251,7,48,6.0,2,1,0,0,0,0,0.2857142857142857,0,0,0,1
bn_0252,4,22,4.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0253,5,27,4.6,0,0,0,0,0,0,0.0,0,0,0,1
bn_0254,20,94,3.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0255,10,49,4.0,0,0,0,0,0,0,0.0,0,0,1,1
bn_0256,13,70,4.461538461538462,0,0,0,0,0,0,0.0,0,0,0,1
bn_0257,3,17,5.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0258,22,125,4.7272727272727275,2,1,0,0,0,0,0.09090909090909091,0,0,0,1
bn_0259,6,31,4.333333333333333,0,0,0,0,0,0,0.0,0,0,1,1
bn_0260,22,127,4.818181818181818,4,1,1,0,0,0,0.22727272727272727,0,0,0,1
bn_0261,4,26,5.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0262,14,74,4.357142857142857,0,0,0,0,0,0,0.0,0,0,0,1
bn_0263,8,47,5.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0264,4,21,4.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0265,12,61,4.166666666666667,0,0,2,1,0,0,0.16666666666666666,0,0,0,1
bn_0266,4,27,6.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0267,3,17,5.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0268,19,106,4.631578947368421,0,0,0,0,0,0,0.0,0,0,0,1
bn_0269,10,57,4.8,0,0,0,0,0,0,0.0,0,0,0,1
bn_0270,23,118,4.173913043478261,0,0,0,0,0,0,0.0,0,0,1,1
bn_0271,15,75,4.066666666666666,0,0,0,0,0,0,0.0,0,0,1,1
bn_0272,17,92,4.470588235294118,0,0,0,0,0,0,0.0,0,0,0,1
bn_0273,22,133,5.090909090909091,4,1,0,0,0,0,0.18181818181818182,0,0,0,1
bn_0274,8,44,4.625,0,0,0,0,0,0,0.0,0,0,0,1
bn_0275,10,53,4.4,0,0,0,0,0,0,0.0,0,0,0,1
bn_0276,11,49,3.5454545454545454,0,0,0,0,0,0,0.0,0,0,0,1
bn_0277,12,62,4.25,2,1,0,0,0,0,0.16666666666666666,0,0,1,1
bn_0278,20,125,5.3,1,1,0,0,0,0,0.05,0,0,0,1
bn_0279,4,24,5.25,0,0,0,0,0,0,0.0,0,0,0,1
bn_0280,13,80,5.230769230769231,2,1,0,0,0,0,0.15384615384615385,0,0,0,1
bn_0281,25,118,3.76,1,1,0,0,0,0,0.04,0,0,1,1
bn_0282,7,37,4.428571428571429,0,0,0,0,0,0,0.0,0,0,0,1
bn_0283,10,49,4.0,0,0,0,0,0,0,0.0,0,0,0,1
bn_0284,22,122,4.590909090909091,0,0,0,0,0,0,0.0,0,0,0,1
bn_0285,12,57,3.8333333333333335,0,0,0,0,0,0,0.0,0,0,0,1
bn_0286,12,81,5.833333333333333,0,0,2,0,0,0,0.16666666666666666,0,0,0,1
bn_0287,8,39,4.0,1,1,0,0,0,0,0.125,0,0,0,1
bn_0288,10,51,4.2,0,0,0,0,0,0,0.0,0,0,1,1
bn_0289,12,63,4.333333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0290,3,16,4.666666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0292,4,21,4.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0293,9,52,4.888888888888889,0,0,0,0,0,0,0.0,0,0,0,1
bn_0295,7,39,4.714285714285714,0,0,0,0,0,0,0.0,0,0,0,1
bn_0296,3,15,4.333333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0297,7,36,4.285714285714286,0,0,0,0,0,0,0.0,0,0,0,1
bn_0298,27,150,4.592592592592593,4,1,0,0,0,0,0.14814814814814814,0,0,1,1
bn_0299,8,48,5.125,1,1,0,0,0,0,0.125,0,0,0,1
bn_0300,5,35,6.2,0,0,0,0,0,0,0.0,0,0,0,1
bn_0301,26,138,4.346153846153846,0,0,1,0,0,0,0.038461538461538464,0,0,1,1
bn_0302,10,52,4.3,2,1,0,0,0,0,0.2,0,0,0,1
bn_0303,21,137,5.571428571428571,3,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_0304,38,240,5.342105263157895,0,0,0,0,0,0,0.0,0,0,0,1
bn_0305,8,46,4.875,1,1,0,0,0,0,0.125,0,0,1,1
bn_0306,8,40,4.125,0,0,0,0,0,0,0.0,0,0,0,1
bn_0307,18,118,5.611111111111111,1,1,1,0,0,0,0.1111111111111111,0,0,0,1
bn_0308,9,53,5.0,1,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_0309,30,160,4.366666666666666,3,1,0,0,0,0,0.1,0,0,1,1
bn_0310,14,94,5.785714285714286,2,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_0311,30,163,4.466666666666667,2,1,0,0,0,0,0.06666666666666667,0,0,0,1
bn_0312,20,112,4.65,0,0,0,0,0,0,0.0,0,0,0,1
bn_0313,18,93,4.222222222222222,0,0,0,0,0,0,0.0,0,0,0,1
bn_0314,12,62,4.25,0,0,0,0,0,0,0.0,0,0,1,1
bn_0315,11,59,4.454545454545454,0,0,2,0,0,0,0.18181818181818182,0,0,0,1
bn_0316,7,50,6.285714285714286,1,1,1,0,0,0,0.2857142857142857,0,0,0,1
bn_0317,25,156,5.28,0,0,0,0,0,0,0.0,0,0,0,1
bn_0318,12,79,5.666666666666667,2,1,0,0,0,0,0.16666666666666666,0,0,0,1
bn_0319,7,51,6.428571428571429,1,1,0,0,0,0,0.14285714285714285,0,0,0,1
bn_0320,26,145,4.615384615384615,2,1,0,0,0,0,0.07692307692307693,0,0,1,1
bn_0321,9,56,5.333333333333333,1,1,0,0,0,0,0.1111111111111111,0,0,0,1
bn_0322,6,32,4.5,0,0,0,0,1,0,0.16666666666666666,0,0,0,1
bn_0323,17,96,4.705882352941177,0,0,0,0,0,0,0.0,0,0,1,1
bn_0324,8,40,4.125,0,0,0,0,0,0,0.0,0,0,0,1
bn_0325,10,62,5.3,0,0,2,0,0,0,0.2,0,0,0,1
bn_0326,12,58,3.9166666666666665,0,0,1,0,0,0,0.08333333333333333,0,0,1,1
bn_0327,7,37,4.428571428571429,0,0,0,0,0,0,0.0,0,0,0,1
bn_0328,17,96,4.705882352941177,0,0,0,0,0,0,0.0,0,0,0,1
bn_0329,17,102,5.0588235294117645,2,1,2,0,0,0,0.23529411764705882,0,0,0,1
bn_0330,6,42,6.166666666666667,2,1,0,0,0,0,0.3333333333333333,0,0,1,1
bn_0331,12,77,5.5,1,1,0,0,0,0,0.08333333333333333,0,0,0,1
bn_0332,6,30,4.166666666666667,0,0,0,0,0,0,0.0,0,0,0,1
bn_0333,15,102,5.866666666666666,1,1,0,0,0,0,0.06666666666666667,0,0,1,1
bn_0334,6,38,5.5,0,0,0,0,0,0,0.0,0,0,0,1
bn_0335,4,18,3.75,0,0,0,0,0,0,0.0,0,0,0,1
bn_0336,22,123,4.636363636363637,0,0,0,0,0,0,0.0,0,0,0,1
bn_0337,7,31,3.5714285714285716,0,0,0,0,0,0,0.0,0,0,0,1
bn_0338,12,60,4.083333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0339,3,18,5.333333333333333,0,0,0,0,0,0,0.0,0,0,0,1
bn_0340,19,108,4.7368421052631575,2,1,0,0,0,0,0.10526315789473684,0,0,0,1
